RANK,SURNAME,Count,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6
1605,GOODE,"22,356",61.32%,32.26%,0.45%,0.97%,2.42%,2.57%
1606,KAUFFMAN,"22,353",95.92%,0.51%,0.61%,0.19%,1.06%,1.72%
1607,PIPER,"22,329",86.35%,8.04%,0.68%,0.93%,1.85%,2.15%
1607,OLEARY,"22,329",93.69%,1.03%,0.77%,0.42%,1.50%,2.59%
1609,CUELLAR,"22,324",7.17%,0.30%,0.40%,0.30%,0.23%,91.61%
1610,STEWARD,"22,318",55.49%,37.76%,0.43%,0.65%,3.12%,2.55%
1611,WINN,"22,316",75.28%,18.00%,1.30%,0.81%,2.31%,2.31%
1612,GARY,"22,310",47.41%,46.31%,0.66%,0.50%,2.44%,2.68%
1613,ZHAO,"22,301",0.96%,0.13%,98.11%,0.02%,0.52%,0.26%
1614,SEWELL,"22,294",69.47%,24.23%,0.65%,0.64%,2.61%,2.40%
1615,BROWNE,"22,289",66.90%,25.70%,1.02%,0.39%,2.85%,3.14%
1616,RAMEY,"22,287",84.77%,10.19%,0.38%,0.60%,1.93%,2.13%
1617,DAVISON,"22,276",79.42%,13.93%,0.62%,0.72%,2.30%,3.01%
1618,CLIFFORD,"22,245",89.17%,3.70%,0.74%,1.84%,1.60%,2.96%
1619,STAHL,"22,211",95.22%,0.25%,0.61%,0.36%,1.25%,2.31%
1619,YBARRA,"22,211",10.33%,0.30%,0.40%,0.60%,0.31%,88.06%
1621,SAMUELS,"22,207",38.83%,53.38%,0.73%,1.22%,2.70%,3.13%
1622,DUKES,"22,187",43.87%,50.72%,0.29%,0.29%,2.30%,2.53%
1623,SHERIDAN,"22,177",91.14%,3.55%,0.62%,0.96%,1.44%,2.29%
1623,SNELL,"22,177",75.29%,17.34%,0.60%,1.68%,1.98%,3.11%
1625,VICKERS,"22,176",79.07%,15.89%,0.42%,0.52%,2.11%,1.98%
1626,CARTWRIGHT,"22,156",77.00%,16.69%,0.56%,0.74%,2.68%,2.33%
1627,LINK,"22,137",91.24%,4.35%,0.81%,0.41%,1.36%,1.82%
1628,BLACKMON,"22,130",47.79%,47.24%,0.27%,0.49%,2.45%,1.77%
1629,BUNCH,"22,117",78.72%,15.48%,0.50%,1.26%,1.96%,2.08%
1630,GRIMM,"22,103",94.87%,0.82%,0.67%,0.36%,1.24%,2.04%
1631,MEADE,"22,091",87.03%,7.19%,0.81%,0.47%,1.79%,2.72%
1632,SILVER,"22,052",80.33%,11.89%,0.84%,1.95%,1.89%,3.10%
1633,OJEDA,"22,045",4.75%,0.44%,0.86%,0.11%,0.19%,93.65%
1634,GEIGER,"22,039",89.64%,6.23%,0.57%,0.20%,1.42%,1.94%
1635,DODGE,"22,035",92.43%,0.75%,0.69%,1.60%,1.80%,2.72%
1635,KRAFT,"22,035",94.30%,0.69%,0.70%,0.55%,1.56%,2.21%
1637,LUJAN,"22,021",9.03%,0.25%,1.21%,2.47%,0.80%,86.24%
1638,BABCOCK,"22,016",94.17%,0.59%,0.72%,0.49%,1.63%,2.41%
1639,HAND,"22,006",88.84%,5.94%,0.73%,0.70%,1.73%,2.05%
1640,WINKLER,"21,993",93.78%,1.61%,0.59%,0.41%,1.35%,2.26%
1641,PAINTER,"21,969",94.12%,1.04%,0.66%,0.84%,1.54%,1.79%
1642,REGAN,"21,951",92.93%,1.87%,0.91%,0.34%,1.36%,2.59%
1643,BRAGG,"21,934",80.74%,14.28%,0.41%,0.36%,2.21%,2.01%
1644,ENGEL,"21,933",95.20%,0.26%,0.58%,0.33%,1.29%,2.33%
1645,VALADEZ,"21,859",4.75%,0.18%,0.18%,0.25%,0.17%,94.46%
1646,CARBAJAL,"21,838",4.06%,0.38%,0.52%,0.22%,0.12%,94.68%
1647,REDMOND,"21,834",66.28%,28.70%,0.50%,0.31%,1.95%,2.26%
1648,JARRETT,"21,821",68.37%,26.22%,0.43%,0.54%,2.33%,2.10%
1649,BOLDEN,"21,819",21.14%,72.27%,0.26%,0.29%,3.67%,2.37%
1650,WOLFF,"21,815",94.47%,0.72%,0.74%,0.39%,1.37%,2.32%
1651,THORPE,"21,813",68.62%,25.36%,0.53%,0.71%,2.30%,2.49%
1652,HASSAN,"21,801",33.76%,38.95%,19.20%,0.24%,4.72%,3.14%
1653,HADLEY,"21,771",77.42%,15.64%,1.12%,1.67%,1.86%,2.29%
1654,HEALY,"21,751",94.32%,0.67%,0.80%,0.74%,1.32%,2.17%
1655,MCDONOUGH,"21,739",95.81%,0.36%,0.52%,0.20%,1.22%,1.88%
1656,SHIN,"21,735",2.59%,0.28%,94.98%,0.03%,1.73%,0.40%
1657,GROVE,"21,732",90.91%,4.42%,0.54%,0.44%,1.55%,2.14%
1658,BLOCK,"21,717",90.69%,4.15%,0.76%,0.33%,1.69%,2.38%
1659,PEACOCK,"21,712",83.59%,10.99%,0.53%,0.78%,1.87%,2.24%
1660,OHARA,"21,710",88.39%,2.81%,3.40%,0.28%,1.80%,3.33%
1661,HAMMER,"21,709",92.82%,0.95%,0.53%,1.45%,1.78%,2.47%
1662,FELICIANO,"21,667",8.10%,1.21%,5.64%,0.09%,0.90%,84.05%
1662,WINSTON,"21,667",30.30%,62.66%,0.73%,0.28%,3.65%,2.38%
1664,BETANCOURT,"21,663",7.30%,0.94%,0.19%,0.19%,0.21%,91.17%
1665,BEAVER,"21,640",87.06%,5.09%,0.43%,3.13%,2.16%,2.13%
1665,GODINEZ,"21,640",3.69%,0.10%,0.58%,0.21%,0.21%,95.22%
1667,KILGORE,"21,627",82.41%,12.26%,0.43%,0.73%,2.09%,2.09%
1668,MCGRAW,"21,614",82.49%,11.76%,0.51%,0.56%,1.82%,2.87%
1669,DAHL,"21,598",94.45%,0.51%,0.75%,0.66%,1.58%,2.04%
1670,DIAMOND,"21,586",85.02%,8.68%,0.87%,0.51%,1.85%,3.07%
1671,PIMENTEL,"21,579",19.85%,0.70%,4.21%,0.14%,0.90%,74.21%
1672,CORNELL,"21,558",88.57%,5.12%,0.96%,0.67%,1.87%,2.82%
1673,ARREOLA,"21,540",2.71%,0.11%,1.69%,0.11%,0.19%,95.20%
1674,SIEGEL,"21,536",95.83%,0.38%,0.69%,0.14%,1.01%,1.95%
1675,HANKINS,"21,532",74.87%,19.20%,0.59%,0.54%,2.27%,2.52%
1676,RAINES,"21,518",79.92%,14.69%,0.46%,0.71%,1.91%,2.30%
1677,THACKER,"21,512",89.60%,5.03%,1.29%,0.54%,1.72%,1.82%
1678,SADLER,"21,504",80.20%,14.16%,0.58%,0.56%,1.99%,2.50%
1679,SOTELO,"21,455",4.67%,0.22%,1.98%,0.26%,0.47%,92.40%
1679,DUGAN,"21,455",91.10%,3.22%,0.99%,0.48%,1.52%,2.69%
1681,COTE,"21,446",93.85%,0.46%,0.77%,0.57%,1.48%,2.86%
1682,BOWER,"21,445",93.85%,1.48%,0.62%,0.41%,1.30%,2.34%
1683,MINER,"21,439",87.41%,5.66%,0.90%,1.31%,1.95%,2.76%
1684,BRANTLEY,"21,395",59.23%,35.48%,0.32%,0.63%,2.36%,1.97%
1685,SHEETS,"21,384",93.75%,1.55%,0.43%,0.51%,1.63%,2.13%
1685,SHERWOOD,"21,384",90.71%,2.94%,0.58%,1.06%,1.65%,3.06%
1687,PINTO,"21,366",50.01%,2.76%,4.92%,3.15%,1.30%,37.85%
1687,DOSS,"21,366",71.18%,23.51%,0.92%,0.39%,1.92%,2.07%
1689,STILES,"21,357",90.83%,3.71%,0.52%,0.75%,1.83%,2.35%
1690,WILLARD,"21,352",89.88%,4.60%,0.49%,1.14%,1.78%,2.10%
1691,WADDELL,"21,301",80.85%,14.51%,0.47%,0.36%,1.74%,2.08%
1692,STANFORD,"21,295",71.25%,23.04%,0.58%,0.61%,2.14%,2.38%
1693,LATHAM,"21,277",79.03%,16.05%,0.49%,0.53%,1.91%,1.99%
1694,ZHU,"21,265",0.88%,(S),98.23%,(S),0.58%,0.16%
1695,IRVIN,"21,263",68.00%,26.11%,0.44%,0.63%,2.45%,2.38%
1696,MATOS,"21,258",16.83%,1.53%,0.45%,0.14%,0.32%,80.73%
1697,GAGNON,"21,208",94.63%,0.31%,0.56%,0.72%,1.65%,2.12%
1698,CARLTON,"21,202",79.69%,14.68%,0.51%,0.62%,2.10%,2.39%
1699,TIDWELL,"21,176",84.00%,11.02%,0.38%,0.86%,1.70%,2.04%
1700,LOVELL,"21,171",87.61%,6.03%,0.80%,1.12%,2.18%,2.26%
1701,HOYT,"21,169",92.22%,2.12%,0.67%,0.75%,1.63%,2.63%
1702,SPIVEY,"21,161",67.93%,27.22%,0.39%,0.45%,2.13%,1.89%
1703,JEAN,"21,140",22.89%,70.28%,1.89%,0.35%,2.04%,2.54%
1704,LAND,"21,116",82.26%,11.85%,0.63%,0.66%,1.97%,2.63%
1705,PATINO,"21,113",6.34%,0.27%,0.79%,0.11%,0.28%,92.21%
1706,MARRERO,"21,109",7.80%,2.03%,0.56%,0.08%,0.25%,89.28%
1707,HAGER,"21,106",94.35%,1.36%,0.50%,0.45%,1.44%,1.89%
1708,HURT,"21,037",70.80%,23.62%,0.39%,0.76%,2.33%,2.10%
1709,ASH,"21,030",81.09%,13.40%,0.54%,0.51%,2.14%,2.31%
1710,HAGAN,"21,017",85.81%,8.80%,1.02%,0.47%,1.57%,2.34%
1711,BRITO,"21,007",10.93%,2.73%,0.84%,0.16%,0.56%,84.78%
1712,LANIER,"20,997",67.48%,27.72%,0.37%,0.43%,2.12%,1.88%
1713,ZARATE,"20,992",4.04%,0.25%,2.02%,0.19%,0.22%,93.28%
1714,MAJOR,"20,977",61.06%,32.84%,0.66%,0.53%,2.24%,2.67%
1715,ESCAMILLA,"20,958",4.80%,0.22%,0.30%,0.22%,0.16%,94.30%
1716,OTERO,"20,937",8.97%,0.66%,0.54%,0.71%,0.24%,88.88%
1717,HENLEY,"20,934",70.00%,24.20%,0.38%,0.55%,1.91%,2.96%
1718,DICK,"20,923",88.26%,3.40%,0.97%,4.11%,1.49%,1.77%
1719,VOSS,"20,911",93.68%,2.24%,0.56%,0.37%,1.24%,1.91%
1720,GREENBERG,"20,897",95.31%,0.33%,0.82%,0.13%,0.96%,2.44%
1721,FINN,"20,852",90.90%,3.80%,0.65%,0.44%,1.31%,2.89%
1722,VENEGAS,"20,851",3.73%,0.20%,0.76%,0.19%,0.17%,94.95%
1723,MCNEAL,"20,778",42.97%,51.03%,0.44%,0.57%,3.14%,1.85%
1724,METZGER,"20,771",94.88%,1.01%,0.55%,0.37%,1.22%,1.96%
1725,COULTER,"20,757",85.65%,9.28%,0.53%,0.39%,2.11%,2.03%
1726,BEAL,"20,752",77.31%,16.85%,0.57%,0.69%,1.96%,2.62%
1727,CRUMP,"20,737",59.11%,35.77%,0.38%,0.32%,2.18%,2.24%
1728,JORGENSEN,"20,731",94.59%,0.35%,0.68%,0.37%,1.39%,2.63%
1729,MAURER,"20,707",95.90%,0.35%,0.70%,0.11%,1.06%,1.88%
1730,KEARNEY,"20,706",75.45%,19.71%,0.62%,0.22%,1.84%,2.16%
1731,CUMMINS,"20,705",90.00%,3.97%,0.63%,1.04%,2.11%,2.26%
1732,FERRIS,"20,703",91.23%,2.21%,0.79%,1.25%,1.55%,2.98%
1732,MILTON,"20,703",46.75%,46.52%,0.68%,0.59%,2.58%,2.87%
1734,TIMMONS,"20,671",67.76%,26.70%,0.51%,0.61%,2.08%,2.35%
1735,PALMA,"20,636",20.07%,0.80%,5.64%,0.19%,0.78%,72.53%
1736,ESCALANTE,"20,626",5.48%,0.48%,2.09%,1.24%,0.47%,90.24%
1737,CAHILL,"20,623",94.54%,1.00%,0.64%,0.33%,1.33%,2.15%
1738,SCHAFFER,"20,614",92.55%,3.33%,0.49%,0.40%,1.19%,2.04%
1739,GUIDRY,"20,600",76.54%,18.60%,0.43%,1.06%,1.53%,1.84%
1740,YEE,"20,591",5.58%,0.58%,83.54%,0.05%,6.99%,3.26%
1741,KRUSE,"20,584",95.02%,0.21%,0.89%,0.27%,1.39%,2.22%
1742,MCMULLEN,"20,545",82.76%,12.50%,0.42%,0.44%,1.74%,2.13%
1743,HURD,"20,540",74.55%,19.24%,0.66%,0.74%,2.42%,2.40%
1744,CASTLE,"20,534",88.04%,6.74%,0.59%,0.38%,1.61%,2.64%
1745,VALDES,"20,527",8.74%,0.57%,0.85%,0.08%,0.17%,89.59%
1746,MCWILLIAMS,"20,523",76.70%,17.64%,0.56%,0.62%,1.95%,2.53%
1747,LEUNG,"20,496",1.82%,(S),94.34%,(S),2.21%,1.02%
1748,HOLLIDAY,"20,491",68.89%,25.88%,0.39%,0.88%,2.11%,1.84%
1749,HOUSER,"20,484",87.06%,8.27%,0.51%,0.48%,1.45%,2.23%
1750,BASSETT,"20,482",84.38%,9.67%,0.63%,0.77%,1.89%,2.66%
1751,THOMASON,"20,478",87.16%,7.05%,0.47%,1.03%,1.94%,2.35%
1752,SAPP,"20,448",75.15%,20.31%,0.46%,0.56%,1.92%,1.60%
1753,TRIPP,"20,434",83.48%,10.90%,0.63%,0.78%,2.03%,2.18%
1754,GALVEZ,"20,425",4.63%,0.65%,5.93%,0.18%,0.54%,88.07%
1755,EUBANKS,"20,424",73.58%,20.99%,0.36%,0.94%,2.33%,1.80%
1756,HILLIARD,"20,377",64.88%,30.20%,0.52%,0.44%,2.26%,1.70%
1757,CROCKER,"20,370",87.26%,8.24%,0.39%,0.62%,1.42%,2.07%
1758,CARUSO,"20,367",94.73%,0.30%,0.49%,0.14%,1.00%,3.33%
1758,ALONZO,"20,367",10.35%,2.37%,5.82%,0.97%,0.76%,79.73%
1760,BARNARD,"20,366",89.88%,4.76%,0.63%,0.66%,1.54%,2.52%
1760,DEAL,"20,366",84.57%,9.27%,0.75%,1.65%,1.56%,2.20%
1760,METZ,"20,366",92.54%,2.48%,0.56%,0.44%,1.48%,2.50%
1763,CARLISLE,"20,365",79.31%,15.07%,0.53%,0.80%,2.16%,2.14%
1764,HARGROVE,"20,360",49.40%,44.79%,0.35%,0.56%,2.36%,2.55%
1765,KEENAN,"20,353",92.87%,2.22%,0.65%,0.43%,1.54%,2.29%
1766,NORTH,"20,343",85.18%,9.43%,0.67%,0.62%,1.84%,2.26%
1767,DASILVA,"20,338",77.76%,9.28%,2.26%,0.30%,1.86%,8.54%
1768,LEDESMA,"20,311",7.01%,0.21%,3.74%,0.29%,0.36%,88.39%
1769,MESSER,"20,306",93.73%,1.10%,0.51%,0.94%,1.82%,1.90%
1770,WESTBROOK,"20,284",71.22%,22.75%,0.47%,0.90%,2.39%,2.28%
1770,ROOT,"20,284",93.58%,0.61%,1.11%,0.76%,1.60%,2.34%
1772,HACKETT,"20,278",77.26%,17.13%,0.63%,0.53%,2.06%,2.39%
1773,POSEY,"20,263",72.87%,21.85%,0.34%,1.10%,2.12%,1.72%
1774,FOUNTAIN,"20,193",61.91%,32.19%,0.42%,0.53%,2.37%,2.58%
1775,CORNELIUS,"20,160",72.22%,19.81%,0.87%,2.57%,2.15%,2.38%
1775,BENOIT,"20,160",81.64%,12.76%,0.48%,0.50%,1.86%,2.76%
1777,BARNHART,"20,157",93.41%,1.53%,0.55%,0.53%,1.34%,2.65%
1778,RENDON,"20,143",7.62%,0.33%,0.84%,0.32%,0.41%,90.48%
1779,HANNAH,"20,138",68.46%,26.02%,0.69%,0.59%,2.26%,1.98%
1780,PEDERSEN,"20,135",94.35%,0.34%,0.79%,0.47%,1.74%,2.30%
1781,STUBBS,"20,134",63.97%,29.60%,0.42%,0.58%,2.14%,3.29%
1782,STARKS,"20,130",31.36%,61.78%,0.38%,0.45%,3.71%,2.32%
1783,SIZEMORE,"20,116",93.10%,2.30%,0.36%,0.85%,1.90%,1.49%
1784,EPPS,"20,112",30.98%,61.87%,0.25%,1.25%,3.12%,2.52%
1785,OLIVAS,"20,106",6.13%,0.24%,0.94%,0.63%,0.34%,91.71%
1786,BERGERON,"20,073",93.33%,2.32%,0.49%,0.58%,1.27%,2.01%
1787,ROPER,"20,065",73.04%,20.59%,0.53%,0.76%,2.12%,2.96%
1787,HIGHTOWER,"20,065",50.22%,43.18%,0.43%,0.65%,3.00%,2.52%
1789,PAIGE,"20,063",41.68%,52.06%,0.52%,0.37%,3.07%,2.31%
1790,URBAN,"20,058",91.96%,0.37%,0.86%,0.31%,0.89%,5.61%
1791,BOUCHER,"20,050",93.21%,2.02%,0.70%,0.61%,1.60%,1.86%
1792,FONTENOT,"20,035",76.68%,18.70%,0.40%,0.42%,1.60%,2.21%
1793,WASHBURN,"20,030",92.53%,1.35%,0.49%,1.89%,1.79%,1.96%
1794,FARR,"20,011",83.02%,11.81%,0.73%,0.36%,1.83%,2.24%
1795,MELVIN,"20,008",67.64%,27.14%,0.59%,0.52%,1.85%,2.24%
1796,CULLEN,"20,000",92.68%,1.77%,0.99%,0.33%,1.90%,2.34%
1797,HU,"19,999",2.22%,0.37%,94.93%,0.04%,1.63%,0.81%
1798,MCCOLLUM,"19,990",76.94%,17.63%,0.56%,0.60%,1.97%,2.30%
1799,BETTS,"19,983",69.34%,24.46%,0.62%,0.54%,2.52%,2.53%
1800,COYLE,"19,931",94.13%,1.18%,0.72%,0.68%,1.44%,1.85%
1801,TROTTER,"19,927",61.68%,32.11%,0.52%,0.52%,2.84%,2.34%
1802,WILHELM,"19,913",94.64%,0.31%,0.77%,0.28%,1.66%,2.33%
1803,BLOUNT,"19,878",47.28%,47.09%,0.34%,0.52%,2.58%,2.20%
1804,MURDOCK,"19,873",79.86%,14.08%,0.46%,1.20%,1.93%,2.48%
1805,STREET,"19,866",74.06%,20.61%,0.45%,1.12%,2.04%,1.71%
1806,LOCKWOOD,"19,865",87.08%,6.58%,0.66%,1.47%,2.03%,2.17%
1807,HINSON,"19,857",82.79%,12.97%,0.44%,0.48%,1.48%,1.84%
1808,RUDOLPH,"19,854",72.86%,21.41%,0.88%,0.42%,1.77%,2.65%
1809,WAITERS,"19,853",74.48%,20.03%,0.40%,0.73%,1.83%,2.52%
1810,SEPULVEDA,"19,851",7.17%,0.29%,0.42%,0.30%,0.23%,91.59%
1811,DUVALL,"19,844",88.96%,5.85%,0.55%,0.76%,1.73%,2.15%
1812,SMILEY,"19,829",62.45%,30.74%,0.42%,1.89%,2.32%,2.18%
1813,CASAS,"19,777",5.77%,0.18%,1.58%,0.15%,0.27%,92.05%
1814,DOAN,"19,760",29.86%,0.51%,66.31%,0.19%,2.20%,0.93%
1814,MCQUEEN,"19,760",57.66%,36.75%,0.39%,0.64%,2.33%,2.22%
1816,LANGSTON,"19,742",71.65%,22.41%,0.37%,0.71%,2.42%,2.43%
1817,SHEFFIELD,"19,738",76.36%,18.80%,0.42%,0.77%,1.77%,1.88%
1818,TACKETT,"19,737",94.34%,0.92%,0.32%,0.94%,1.55%,1.94%
1819,LOCKLEAR,"19,716",18.67%,3.00%,0.11%,72.90%,3.96%,1.36%
1820,LINARES,"19,688",5.52%,0.53%,0.48%,0.03%,0.23%,93.21%
1820,POLANCO,"19,688",3.67%,0.73%,0.44%,0.14%,0.17%,94.85%
1822,MARROQUIN,"19,661",4.62%,0.20%,0.23%,0.21%,0.17%,94.58%
1823,CONNORS,"19,637",92.36%,2.93%,0.68%,0.61%,1.48%,1.94%
1824,TRENT,"19,630",79.67%,15.34%,0.50%,0.47%,2.08%,1.94%
1825,CARMICHAEL,"19,628",72.33%,22.18%,0.59%,0.47%,2.20%,2.24%
1826,TOTH,"19,606",95.78%,0.28%,0.67%,0.19%,1.10%,1.98%
1827,RUSHING,"19,604",76.57%,18.28%,0.36%,0.54%,1.96%,2.30%
1828,CODY,"19,600",77.45%,14.46%,0.45%,3.08%,2.38%,2.17%
1829,GAMBOA,"19,577",6.13%,1.08%,7.15%,0.30%,0.63%,84.71%
1830,BREWSTER,"19,564",72.72%,20.20%,0.49%,0.75%,2.18%,3.68%
1831,SHIPLEY,"19,563",91.72%,2.93%,0.51%,0.82%,1.72%,2.29%
1832,MENA,"19,522",8.00%,1.16%,1.15%,0.23%,0.34%,89.12%
1833,PRIETO,"19,520",7.40%,0.57%,1.37%,0.28%,0.29%,90.09%
1834,GIFFORD,"19,514",92.37%,2.20%,0.59%,0.69%,1.84%,2.30%
1835,OLIVA,"19,513",21.82%,0.67%,2.84%,0.18%,0.60%,73.89%
1836,LAYTON,"19,504",88.18%,5.90%,0.47%,0.71%,1.44%,3.31%
1837,GASTON,"19,502",49.26%,41.15%,0.73%,0.43%,2.73%,5.70%
1838,GOODRICH,"19,487",89.51%,4.86%,0.57%,0.88%,1.63%,2.54%
1839,PRATER,"19,484",81.20%,13.76%,0.41%,0.78%,1.99%,1.86%
1840,BURGER,"19,480",93.19%,2.12%,0.59%,0.61%,1.36%,2.15%
1841,TOLEDO,"19,474",8.49%,0.49%,5.76%,6.09%,0.75%,78.42%
1842,LOVETT,"19,471",64.34%,29.78%,0.40%,0.37%,2.40%,2.71%
1843,GIPSON,"19,470",48.17%,45.57%,0.32%,1.04%,2.82%,2.07%
1844,ARCE,"19,464",6.94%,0.65%,3.95%,0.19%,0.58%,87.69%
1845,WISEMAN,"19,439",88.71%,6.54%,0.50%,0.50%,1.62%,2.12%
1846,DOBSON,"19,419",76.93%,17.25%,0.51%,0.77%,2.09%,2.46%
1847,LEDBETTER,"19,417",84.31%,10.81%,0.44%,0.64%,1.69%,2.10%
1848,ARTEAGA,"19,410",3.61%,0.28%,0.18%,0.15%,0.19%,95.60%
1849,PENN,"19,409",50.56%,38.50%,1.80%,1.27%,3.39%,4.49%
1849,JIANG,"19,409",0.87%,(S),97.88%,(S),0.86%,0.19%
1851,WHITMAN,"19,399",89.26%,4.23%,0.72%,1.60%,1.70%,2.50%
1852,BURKETT,"19,369",86.89%,8.44%,0.44%,0.57%,1.57%,2.09%
1853,KOEHLER,"19,368",95.61%,0.23%,0.58%,0.36%,1.19%,2.04%
1854,CHRISTIANSEN,"19,340",93.69%,0.44%,0.73%,0.95%,1.37%,2.82%
1855,SHELDON,"19,339",90.74%,1.84%,0.87%,1.60%,2.37%,2.58%
1856,PRITCHETT,"19,334",68.23%,25.17%,0.38%,1.92%,2.30%,2.00%
1857,PAULSON,"19,331",94.30%,0.59%,1.08%,0.52%,1.37%,2.15%
1858,EDDY,"19,321",91.09%,3.13%,0.65%,0.92%,1.50%,2.71%
1859,ROCK,"19,313",83.62%,8.71%,0.70%,2.50%,2.00%,2.48%
1860,ROLAND,"19,311",70.95%,22.10%,0.62%,0.78%,2.25%,3.30%
1861,ARANDA,"19,298",5.74%,0.61%,2.30%,0.23%,0.35%,90.78%
1862,MCCRACKEN,"19,287",92.20%,3.26%,0.50%,0.48%,1.69%,1.87%
1863,HYATT,"19,280",87.99%,6.77%,0.53%,0.84%,1.90%,1.98%
1864,HANLEY,"19,240",87.99%,5.78%,0.61%,1.00%,1.59%,3.02%
1865,ARRIAGA,"19,236",4.25%,0.24%,0.31%,0.15%,0.11%,94.94%
1866,ENGLE,"19,226",94.30%,0.63%,0.63%,0.60%,1.55%,2.29%
1867,STORY,"19,218",83.27%,11.42%,0.38%,0.63%,1.74%,2.55%
1868,VALENTIN,"19,211",8.93%,3.15%,1.54%,0.07%,0.52%,85.78%
1869,YOST,"19,210",95.00%,0.69%,0.59%,0.32%,1.32%,2.09%
1870,LANGFORD,"19,208",78.88%,16.03%,0.53%,0.36%,1.96%,2.24%
1871,HERNDON,"19,183",78.48%,15.88%,0.50%,0.78%,2.13%,2.23%
1872,NAPIER,"19,182",84.30%,10.94%,0.50%,0.46%,1.92%,1.88%
1873,LAI,"19,157",3.48%,0.31%,91.72%,0.04%,3.24%,1.22%
1874,REEDER,"19,155",84.66%,10.36%,0.60%,1.08%,1.44%,1.87%
1875,MCNEILL,"19,152",63.78%,29.85%,0.43%,1.81%,2.05%,2.09%
1876,LEVIN,"19,144",95.35%,0.76%,0.69%,0.07%,0.91%,2.20%
1876,LANDERS,"19,144",82.56%,11.47%,0.49%,0.63%,2.07%,2.79%
1878,MIMS,"19,139",42.49%,51.94%,0.26%,0.25%,2.80%,2.26%
1879,BRAND,"19,135",83.14%,9.52%,0.49%,0.51%,1.44%,4.92%
1880,DELOSSANTOS,"19,131",4.11%,0.39%,14.83%,0.17%,1.47%,79.02%
1881,VALLEJO,"19,117",6.10%,0.34%,1.71%,0.18%,0.46%,91.21%
1882,LIMA,"19,109",45.40%,5.47%,1.97%,0.14%,1.32%,45.70%
1883,CRONIN,"19,078",95.30%,0.27%,0.68%,0.28%,1.44%,2.03%
1884,MUHAMMAD,"19,076",2.78%,82.86%,7.54%,0.32%,3.78%,2.72%
1885,FITCH,"19,060",83.83%,8.97%,0.55%,1.46%,2.03%,3.16%
1886,GUPTA,"19,057",3.14%,0.26%,93.78%,0.31%,2.02%,0.48%
1887,OLIVEIRA,"19,055",83.93%,4.81%,1.86%,0.26%,2.61%,6.53%
1888,MCCAIN,"19,032",64.80%,29.07%,0.59%,0.47%,2.39%,2.68%
1889,MEDEIROS,"19,031",85.33%,0.55%,2.75%,0.17%,5.75%,5.44%
1890,KRAUS,"19,028",95.51%,0.39%,0.55%,0.27%,1.17%,2.11%
1891,STACY,"19,010",89.58%,4.68%,0.63%,1.13%,2.13%,1.85%
1892,PETTIT,"19,004",91.15%,2.84%,0.66%,1.12%,1.72%,2.53%
1893,BATEMAN,"19,001",87.28%,7.66%,0.54%,0.50%,1.74%,2.28%
1894,PULIDO,"18,942",4.77%,0.22%,3.57%,0.21%,0.43%,90.80%
1895,ROCHE,"18,940",79.74%,4.35%,0.83%,0.26%,1.16%,13.66%
1896,TOBIN,"18,932",88.46%,4.99%,0.78%,0.38%,1.68%,3.71%
1897,ZARAGOZA,"18,908",3.93%,0.26%,1.79%,0.20%,0.30%,93.52%
1898,ISAAC,"18,903",40.46%,40.09%,4.41%,2.89%,2.61%,9.53%
1899,SPAULDING,"18,902",83.60%,9.21%,0.76%,1.77%,2.35%,2.31%
1900,KEYS,"18,899",48.90%,43.86%,0.33%,1.11%,3.31%,2.49%
1901,SYLVESTER,"18,896",72.96%,20.72%,0.91%,0.83%,1.93%,2.65%
1902,NOWAK,"18,891",96.12%,0.39%,0.56%,0.14%,0.72%,2.08%
1903,WEIR,"18,881",87.62%,7.12%,0.59%,0.34%,1.59%,2.73%
1904,DARLING,"18,879",87.13%,7.20%,0.66%,0.66%,1.95%,2.39%
1905,BARRIENTOS,"18,877",3.45%,0.19%,2.27%,0.11%,0.25%,93.73%
1906,OGDEN,"18,860",90.59%,3.73%,0.54%,0.74%,1.62%,2.78%
1907,MCCLENDON,"18,857",37.73%,55.98%,0.34%,0.49%,3.14%,2.31%
1908,ARAUJO,"18,856",27.11%,2.06%,0.99%,0.26%,0.99%,68.59%
1909,SUMNER,"18,838",87.80%,6.51%,0.66%,0.99%,1.83%,2.21%
1910,SAAVEDRA,"18,834",5.42%,0.16%,1.95%,0.27%,0.34%,91.86%
1910,GILLIS,"18,834",78.74%,15.75%,0.46%,0.98%,1.85%,2.22%
1912,LANDIS,"18,826",94.41%,1.73%,0.53%,0.35%,1.45%,1.55%
1913,CAUDILL,"18,822",95.45%,0.37%,0.49%,0.48%,1.53%,1.68%
1914,JACOBSEN,"18,820",95.04%,0.29%,0.68%,0.50%,1.27%,2.22%
1914,OVERTON,"18,820",67.18%,27.09%,0.39%,0.39%,2.73%,2.22%
1916,DIEHL,"18,815",95.23%,0.76%,0.44%,0.39%,1.09%,2.08%
1917,ALARCON,"18,805",5.43%,0.35%,2.60%,0.20%,0.29%,91.14%
1918,HEDRICK,"18,804",92.71%,2.81%,0.41%,0.78%,1.33%,1.96%
1919,TONEY,"18,787",54.98%,38.30%,0.42%,1.56%,2.79%,1.94%
1920,CHEUNG,"18,765",1.80%,0.24%,95.13%,0.03%,2.03%,0.77%
